epoch,case_id,tooth_id,is_hard_case,sym_mean,sym_p95,gt_to_pred_mean,pred_to_gt_mean,no_curve,h_pred_max,h_pred_p99,vox03,cc_count,lcc_ratio,wrap_coverage,pred_curve_voxels,gt_curve_voxels
22,ToothFairy3F_044,41,0,3.034522771835327,4.582575798034668,3.190512180328369,2.2487964630126953,0,0.9930114150047302,0.0004433094357955254,3147,1,1.0,0.05514705882352941,54,272
22,ToothFairy3F_044,42,0,2.1343135833740234,4.358899116516113,2.3214337825775146,1.130670189857483,0,0.9967119693756104,0.0005165635520825186,4018,1,1.0,0.18983050847457628,55,295
22,ToothFairy3F_044,43,0,2.915088176727295,8.62549705505371,3.1858627796173096,1.381750464439392,0,0.9981727600097656,0.0013175366725772884,5774,1,1.0,0.2402464065708419,86,487
22,ToothFairy3F_044,44,0,1.5519042015075684,3.0,1.6852277517318726,0.9279503226280212,0,0.9987543821334839,0.0026274568680673834,5982,1,1.0,0.29914529914529914,75,351
22,ToothFairy3F_044,45,0,1.6035228967666626,3.605551242828369,1.7474104166030884,0.8820288777351379,0,0.9986698627471924,0.0036519041424617166,6350,1,1.0,0.32193732193732194,70,351
22,ToothFairy3F_044,46,1,3.8617630004882812,7.6157732009887695,3.999053478240967,3.2200329303741455,0,0.9990398287773132,0.04905918888747656,10366,1,1.0,0.06645056726094004,132,617
22,ToothFairy3F_044,47,0,1.5148755311965942,3.1622776985168457,1.6607743501663208,0.9055936336517334,0,0.9998395442962646,0.03138825599103895,11608,1,1.0,0.3440134907251265,142,593
22,ToothFairy3F_052,11,0,1.594440221786499,3.316624879837036,1.7493896484375,0.8063028454780579,0,0.9995974898338318,0.5700164490938189,8521,1,1.0,0.3325242718446602,81,412
22,ToothFairy3F_052,12,0,3.1661181449890137,7.071067810058594,3.3687586784362793,1.8567485809326172,0,0.9990135431289673,0.00764663345646093,5341,1,1.0,0.09047619047619047,65,420
22,ToothFairy3F_052,13,0,1.347435474395752,3.0,1.515498399734497,0.5184509754180908,0,0.9994404911994934,0.03351540584117174,7601,1,1.0,0.39863325740318906,89,439
22,ToothFairy3F_052,14,0,1.3573384284973145,3.0,1.5079466104507446,0.5955418348312378,0,0.9994745850563049,0.13217295706272125,7367,1,1.0,0.4091954022988506,86,435
22,ToothFairy3F_052,15,0,1.539394736289978,3.1622776985168457,1.6884546279907227,0.8186476826667786,0,0.9993228912353516,0.07419279389082703,7469,1,1.0,0.30413625304136255,85,411
22,ToothFairy3F_052,21,0,1.6403955221176147,3.6599937438964814,1.8052587509155273,0.860170841217041,0,0.9993882179260254,0.24488650575280252,8260,1,1.0,0.33906633906633904,86,407
22,ToothFairy3F_052,22,0,1.2352397441864014,3.0,1.3912508487701416,0.38368019461631775,0,0.998813271522522,0.007363752690143889,5719,1,1.0,0.4910941475826972,72,393
22,ToothFairy3F_052,23,0,2.104269504547119,4.4721360206604,2.2494406700134277,1.4042233228683472,0,0.999408483505249,0.046712311916053295,7758,1,1.0,0.22811059907834103,90,434
22,ToothFairy3F_052,24,0,1.982064962387085,4.123105525970459,2.1265006065368652,1.3107677698135376,0,0.9990886449813843,0.022975593339651823,7259,1,1.0,0.254278728606357,88,409
22,ToothFairy3F_052,25,0,1.1792348623275757,2.2360680103302,1.3192529678344727,0.46267151832580566,0,0.9990870952606201,0.05065942473709438,7143,1,1.0,0.47126436781609193,85,435
22,ToothFairy3F_052,26,0,1.0785969495773315,2.2360680103302,1.229111909866333,0.4012797772884369,0,0.999670147895813,0.14464408501986234,10126,1,1.0,0.5055555555555555,120,540
22,ToothFairy3F_052,27,0,1.5242573022842407,3.1622776985168457,1.6683944463729858,0.8408924341201782,0,0.9995183944702148,0.12427346333862438,9971,1,1.0,0.3540489642184557,112,531
22,ToothFairy3F_052,31,1,3.534552574157715,8.66025447845459,3.8729772567749023,1.9671128988265991,0,0.943510115146637,0.000123895294818795,481,3,0.40332640332640335,0.16477272727272727,76,352
22,ToothFairy3F_052,32,1,3.0595157146453857,5.385164737701416,3.249437093734741,1.9832955598831177,0,0.9960009455680847,0.0002455220260890213,1559,2,0.9134060295060936,0.08695652173913043,69,391
22,ToothFairy3F_052,33,1,2.7451696395874023,8.086970138549804,3.033428907394409,1.4603551626205444,0,0.994845986366272,0.0005842175986617822,1821,2,0.9615595826468973,0.19230769230769232,105,468
22,ToothFairy3F_052,34,0,2.4334254264831543,4.123105525970459,2.5942068099975586,1.5766897201538086,0,0.9973134398460388,0.0005142556200735277,3637,1,1.0,0.09651474530831099,70,373
22,ToothFairy3F_052,35,0,1.4070035219192505,3.316624879837036,1.5640000104904175,0.5857903957366943,0,0.9990485310554504,0.004057308519259802,6924,1,1.0,0.4632352941176471,78,408
22,ToothFairy3F_052,36,0,1.3383469581604004,2.837005722522728,1.48212468624115,0.5914666652679443,0,0.9997147917747498,0.08202406987547858,11264,1,1.0,0.39522998296422485,113,587
22,ToothFairy3F_052,37,0,3.554455280303955,15.02642879486083,1.7813442945480347,7.141238689422607,0,0.9991518259048462,0.09884160652756681,11313,2,0.997524971271988,0.3376413570274637,306,619
22,ToothFairy3F_052,41,1,4.108325481414795,10.0,4.459219932556152,1.8216651678085327,0,0.9735930562019348,9.564751439029192e-05,454,2,0.9383259911894273,0.16624040920716113,60,391
22,ToothFairy3F_052,42,1,3.667884349822998,10.049875259399414,3.974752187728882,2.0414845943450928,0,0.9795524477958679,0.00011687713282299227,1427,1,1.0,0.12668463611859837,70,371
22,ToothFairy3F_052,43,0,2.228226661682129,5.099019527435303,2.431673049926758,1.195923924446106,0,0.9964255690574646,0.0007277872483246049,3776,1,1.0,0.24087591240875914,81,411
22,ToothFairy3F_052,44,0,1.7978547811508179,4.123105525970459,1.9471232891082764,0.9448926448822021,0,0.9979802966117859,0.0018888329074252515,5119,1,1.0,0.3,70,400
22,ToothFairy3F_052,45,0,1.6037473678588867,3.1622776985168457,1.7438701391220093,0.92481929063797,0,0.9988538026809692,0.002593357004225291,6683,1,1.0,0.28501228501228504,84,407
22,ToothFairy3F_052,46,0,2.1224172115325928,4.398532032966616,2.2663145065307617,1.4155552387237549,0,0.999423623085022,0.019085598494857914,10458,1,1.0,0.20714285714285716,114,560
22,ToothFairy3F_052,47,0,1.3313608169555664,2.8284270763397217,1.484908103942871,0.5851746797561646,0,0.9994912147521973,0.15082847952842626,11152,1,1.0,0.37184115523465705,114,554
