[started_at] 2026-05-07T15:42:27.547856+00:00
[cmd] /usr/local/miniconda3/envs/py310/bin/python -m src.infer --config /root/cej_isolated_runs/C/cej_improve_20260507_001/experiments/exp00_audit_baseline/config/train.yaml
[2026-05-07 15:42:32,993] INFO - inferred case=ToothFairy3F_041 tooth=11
[2026-05-07 15:43:26,529] INFO - inferred case=ToothFairy3F_055 tooth=22
[2026-05-07 15:43:26,739] INFO - inferred case=ToothFairy3F_055 tooth=23
[2026-05-07 15:43:26,936] INFO - inferred case=ToothFairy3F_055 tooth=24
[2026-05-07 15:43:27,126] INFO - inferred case=ToothFairy3F_055 tooth=25
[2026-05-07 15:43:27,384] INFO - inferred case=ToothFairy3F_055 tooth=26
[2026-05-07 15:43:27,614] INFO - inferred case=ToothFairy3F_055 tooth=27
[2026-05-07 15:43:27,803] INFO - inferred case=ToothFairy3F_055 tooth=28
[2026-05-07 15:43:28,044] INFO - inferred case=ToothFairy3F_055 tooth=31
[2026-05-07 15:43:28,284] INFO - inferred case=ToothFairy3F_055 tooth=32
[2026-05-07 15:43:28,579] INFO - inferred case=ToothFairy3F_055 tooth=33
[2026-05-07 15:43:28,851] INFO - inferred case=ToothFairy3F_055 tooth=34
[2026-05-07 15:43:29,144] INFO - inferred case=ToothFairy3F_055 tooth=35
[2026-05-07 15:43:29,528] INFO - inferred case=ToothFairy3F_055 tooth=36
[2026-05-07 15:43:29,845] INFO - inferred case=ToothFairy3F_055 tooth=37
[2026-05-07 15:43:30,136] INFO - inferred case=ToothFairy3F_055 tooth=38
[2026-05-07 15:43:30,380] INFO - inferred case=ToothFairy3F_055 tooth=41
[2026-05-07 15:43:30,711] INFO - inferred case=ToothFairy3F_055 tooth=42
[2026-05-07 15:43:31,058] INFO - inferred case=ToothFairy3F_055 tooth=43
[2026-05-07 15:43:31,302] INFO - inferred case=ToothFairy3F_055 tooth=44
[2026-05-07 15:43:31,712] INFO - inferred case=ToothFairy3F_055 tooth=46
[2026-05-07 15:43:31,998] INFO - inferred case=ToothFairy3F_055 tooth=47
[2026-05-07 15:43:32,300] INFO - inferred case=ToothFairy3F_055 tooth=48
[2026-05-07 15:43:36,959] INFO - stitched case=ToothFairy3F_041
[2026-05-07 15:43:41,243] INFO - stitched case=ToothFairy3F_044
[2026-05-07 15:43:45,876] INFO - stitched case=ToothFairy3F_050
[2026-05-07 15:43:51,089] INFO - stitched case=ToothFairy3F_051
[2026-05-07 15:43:55,863] INFO - stitched case=ToothFairy3F_052
[2026-05-07 15:43:59,996] INFO - stitched case=ToothFairy3F_053
[2026-05-07 15:44:04,425] INFO - stitched case=ToothFairy3F_054
[2026-05-07 15:44:09,022] INFO - stitched case=ToothFairy3F_055
[finished_at] 2026-05-07T15:44:10.297873+00:00
[returncode] 0
